55242 91467
750 2859 271
750 751 81
750 53743 200
751 41201 195
751 752 77
751 2070 272
752 869 272
752 753 86
752 41202 226
753 52268 209
753 754 84
753 3064 273
754 2857 265
754 2856 275
754 755 79
755 45986 79
755 49615 126
755 2064 275
756 860 112
756 53583 18
756 757 104
756 53582 50
757 1494 186
757 861 35
757 758 48
758 862 34
758 759 49
758 861 33
759 897 99
759 760 92
759 862 36
760 841 104
760 51228 43
761 51227 87
761 762 46
761 899 86
761 1160 41
762 900 123
762 1160 32
762 49357 15
762 49611 15
763 1099 86
763 49357 73
763 764 89
763 3126 49
764 2915 102
764 765 55
764 1100 33
765 1100 45
765 766 31
766 955 70
766 1101 18
766 54641 80
767 956 70
767 955 81
767 54641 16
767 1843 80
768 3118 37
768 1995 47
768 44988 98
769 770 163
769 2770 76
770 3043 76
770 2769 73
771 772 128
771 2943 77
771 43357 31
772 48926 148
772 2818 76
772 2763 73
773 774 228
773 2210 73
773 2211 76
773 48926 68
774 775 212
774 3039 75
774 2764 73
775 776 224
775 2765 72
775 3040 76
776 777 227
776 3041 76
776 2766 73
777 3042 75
777 2767 75
778 2768 76
778 41404 64
778 2606 155
779 41403 59
779 2400 309
780 2357 61
781 2929 289
781 3121 116
782 3006 64
782 783 79
783 43338 99
783 3115 111
783 784 79
784 2133 275
784 43337 98
784 785 79
785 55084 12
785 786 82
785 2134 275
786 1809 111
786 787 311
786 1881 275
787 2136 275
787 1811 160
787 788 82
788 43335 175
788 789 86
788 44314 269
789 790 86
790 987 133
790 791 80
791 792 81
791 2091 149
792 2093 165
792 793 80
792 54893 157
793 794 81
793 2092 179
794 1817 170
796 2090 118
796 797 80
797 798 80
797 1136 141
798 1651 178
799 2089 240
799 800 87
800 801 85
800 2088 240
801 802 80
801 1188 240
802 1743 240
803 804 81
803 1617 163
804 805 78
804 2087 149
805 806 79
805 2086 143
806 807 79
806 2085 160
807 808 80
807 1611 199
808 809 84
808 45970 200
809 43168 194
809 810 86
810 43348 134
810 811 78
811 812 80
811 1096 132
812 2102 159
812 813 80
813 814 79
814 2103 158
814 815 79
815 816 79
815 2104 143
816 2105 143
816 817 80
817 818 80
817 2106 143
818 1722 143
818 54943 92
819 1007 138
819 52134 67
820 49502 81
820 821 149
820 55090 29
821 3057 103
821 822 97
822 43318 164
823 2471 74
823 824 178
823 2470 83
824 1690 87
824 45314 78
824 45315 9
825 2911 77
825 2757 74
827 51487 206
827 1312 83
827 1311 252
828 49739 22
828 49736 85
828 1644 83
829 48003 13
829 2952 79
829 1640 79
830 46105 129
830 1086 93
830 1085 92
830 48003 128
831 832 265
831 1641 80
831 2728 80
831 46105 16
832 833 140
832 1383 79
832 1382 80
833 1642 79
833 2693 79
833 1981 86
834 835 38
835 2986 119
835 836 79
835 3138 133
836 2962 129
836 2961 177
837 1724 176
837 1725 130
838 2607 176
838 839 52
838 2608 79
839 2608 74
839 2027 84
839 840 180
840 2028 85
840 48715 81
840 54207 344
841 842 110
841 863 35
841 862 65
842 1496 49
842 863 80
843 2278 548
844 1299 79
844 1615 275
845 49556 9
845 1612 82
845 846 151
845 2043 100
846 1223 82
846 1222 86
846 847 154
847 2819 81
847 2044 86
847 848 139
848 849 77
848 3061 81
849 2045 86
849 850 76
849 2213 156
850 851 152
850 3060 81
851 1866 80
851 2046 85
852 43275 318
852 1710 80
852 2047 87
853 2042 87
853 2781 81
854 49454 45
855 856 139
855 51788 62
856 1506 69
856 857 79
856 1507 72
857 55090 71
857 858 140
857 1463 67
858 3035 68
858 3057 68
859 1606 147
859 860 63
859 49358 126
859 51254 132
860 895 135
860 861 71
861 896 135
862 1495 182
863 864 74
863 51228 140
864 899 135
864 41945 85
864 1497 88
865 2321 155
865 2068 78
865 1014 86
866 1969 76
866 1970 86
867 1378 87
867 868 274
867 1377 75
868 2069 78
868 869 273
868 2421 85
869 3064 85
869 2070 78
870 2320 68
870 41257 147
870 49682 69
871 2448 65
871 872 129
871 41257 160
871 2794 73
872 873 165
872 2795 73
872 2449 65
873 874 180
873 51203 79
873 51205 68
874 41185 25
874 2966 215
874 2796 80
875 876 23
875 41185 78
875 2624 79
876 2623 79
876 2445 175
877 1219 125
877 1046 81
877 1047 80
878 879 154
878 3065 79
879 43505 145
879 2546 81
880 881 147
880 3066 79
880 43505 17
881 882 154
881 2652 79
882 883 215
882 2833 79
883 884 228
883 2240 79
884 3067 79
885 1013 82
885 49468 144
886 887 154
886 1670 79
886 3068 79
887 2548 79
887 43511 146
887 1671 79
888 889 147
888 3069 79
888 1672 79
888 43511 17
889 890 154
889 1673 79
889 2654 79
890 891 216
890 2834 79
890 1674 80
891 892 229
891 1675 80
891 2242 79
892 3070 79
892 1676 79
893 894 275
893 2479 72
893 1347 107
894 1847 108
895 896 71
897 898 33
898 2630 151
898 51228 61
899 51228 81
899 900 57
900 49672 9
900 49671 48
901 3126 136
901 49671 24
901 902 73
901 1499 147
902 1500 121
902 903 73
902 2915 136
903 3122 136
903 904 76
903 1501 95
904 1502 69
904 2771 136
904 51553 72
905 45167 68
905 3120 110
905 45168 63
906 1682 133
906 907 83
907 1682 175
907 908 24
908 54619 49
909 910 57
909 2372 92
909 54619 11
910 1161 67
910 911 134
911 41963 70
911 49008 57
912 49019 68
912 1415 74
912 913 85
913 1701 77
913 1632 71
914 1706 99
914 915 210
915 1255 25
915 1608 25
916 45418 141
916 1628 137
917 1627 137
917 52280 142
918 52282 141
918 919 45
918 1626 137
919 920 68
919 45426 140
919 1625 138
920 1624 137
920 921 74
920 45424 140
921 53760 140
921 1623 138
921 922 71
922 45433 140
922 923 76
922 1622 138
923 1621 138
923 924 76
923 45423 140
924 45430 140
924 48703 74
924 1620 138
925 1618 137
925 45432 141
925 48703 77
926 45311 11
926 1687 51
926 45413 145
927 45416 140
927 1629 138
927 45311 122
928 2896 109
928 951 97
929 930 150
929 1340 66
930 931 76
930 52275 75
930 2016 111
931 932 76
931 2705 113
931 42944 91
932 42943 99
932 933 71
932 2873 114
933 2898 111
933 42942 99
933 934 73
934 2041 109
934 935 68
934 42940 99
935 42941 99
935 936 43
935 2897 109
936 1732 109
937 1737 109
937 48063 99
938 42939 99
938 2876 109
939 1891 157
939 940 74
940 1573 30
940 941 69
940 1574 158
941 1573 73
941 2127 163
941 2892 122
941 942 80
942 1138 124
942 943 76
942 1139 162
943 2126 162
943 944 75
943 2893 124
944 2788 123
944 2125 162
945 2124 164
945 946 77
945 2894 129
946 2467 133
947 1853 137
947 948 48
948 949 77
948 1329 135
949 970 129
949 950 73
950 951 86
950 2895 125
951 45308 41
951 1685 115
952 953 73
952 1584 59
953 954 76
953 1099 121
954 955 74
954 1100 105
956 957 60
956 1103 57
957 1843 107
957 958 57
957 1844 178
958 3034 155
959 1350 47
960 961 71
960 1920 30
960 1281 303
961 962 100
961 1869 104
962 45990 21
962 2188 51
963 964 83
963 3051 75
963 3050 76
963 45990 140
964 1062 79
964 1061 78
965 1326 67
965 45301 110
965 966 54
966 967 77
966 45303 148
967 1740 71
967 968 146
967 52179 77
968 1327 76
968 2051 72
968 969 129
969 1328 77
969 970 142
969 2483 72
970 2895 72
970 1329 76
971 2122 72
971 972 163
971 50048 77
972 1330 76
972 3134 72
972 45421 186
973 45421 16
973 1331 68
973 3120 67
973 45168 104
974 43370 57
974 976 58
974 975 48
974 2614 48
975 976 54
975 1231 120
976 3110 51
976 43370 63
977 2596 77
977 978 154
977 1662 85
978 2533 85
978 43133 145
978 2532 76
979 980 154
979 2640 77
979 53371 143
979 54775 83
980 981 85
980 54776 83
980 54774 78
981 982 132
981 54773 78
982 983 171
982 2226 78
982 2227 85
983 43321 20
983 43322 62
983 2517 170
984 985 273
984 1295 81
984 1294 85
985 2288 86
985 986 270
985 2289 81
986 2137 80
986 44342 49
986 51540 86
987 2091 81
988 2311 79
988 1818 155
988 1990 80
989 1963 79
989 1964 80
990 1372 79
990 991 273
990 1371 79
991 992 273
991 2312 79
991 1991 79
992 1992 79
992 2313 80
993 994 85
993 49247 86
993 46092 264
993 54863 500
993 48010 86
994 995 79
994 46094 265
995 46071 264
996 2734 71
996 1682 71
997 2314 79
997 1163 79
997 2351 156
998 1369 79
998 999 273
998 1368 79
999 1000 273
999 2315 79
999 2416 80
1000 3074 80
1000 2316 79
1001 1002 73
1002 2423 80
1002 1841 134
1003 1004 137
1003 1308 80
1004 1005 135
1004 2691 79
1005 1006 270
1005 2302 79
1006 44337 240
1006 2156 79
1007 2107 80
1008 45288 12
1008 45284 10
1008 45285 56
1008 46058 12
1009 2489 209
1009 45284 118
1010 1723 210
1011 2073 68
1011 1012 84
1011 1980 142
1012 2072 129
1012 1013 77
1012 2985 198
1013 2071 131
1014 1015 155
1015 43501 146
1015 2542 86
1015 2321 86
1016 43501 17
1016 3106 85
1016 1017 148
1016 2322 84
1017 1018 150
1017 2323 85
1017 2648 86
1018 51877 11
1018 53373 20
1018 2324 85
1019 51877 206
1019 2237 85
1019 2238 86
1020 3030 85
1020 1021 39
1020 47206 216
1020 2035 85
1022 3024 113
1023 46082 15
1023 52350 20
1023 2619 85
1023 1931 86
1024 52350 97
1024 1386 205
1024 1025 92
1024 1931 60
1025 1026 94
1025 1932 107
1025 49625 158
1026 1387 111
1026 1933 155
1027 51760 24
1027 1388 13
1027 1934 253
1028 1389 36
1028 51760 69
1028 1029 93
1028 2697 105
1029 1030 93
1029 1827 55
1029 1390 84
1030 1827 81
1030 1391 131
1030 1031 86
1030 1870 56
1031 1988 136
1031 1392 135
1031 1032 85
1032 1033 81
1032 1989 139
1032 49688 136
1033 1034 78
1033 1393 123
1034 1394 111
1034 1035 81
1035 1036 315
1035 45410 100
1036 1037 80
1036 1176 113
1037 1396 126
1037 1906 87
1038 1907 21
1038 1039 80
1038 1906 87
1039 1040 80
1039 1908 35
1040 1427 48
1040 1041 80
1041 1042 80
1041 1909 62
1042 1155 75
1042 1043 80
1043 2699 111
1043 1044 328
1043 1910 88
1044 1208 140
1044 1207 87
1044 49193 84
1045 2741 140
1045 1046 79
1045 49193 79
1046 1854 140
1047 49194 81
1047 2319 108
1048 2178 189
1048 46718 82
1048 1049 82
1049 1050 85
1049 1739 171
1050 1051 170
1050 2179 155
1050 1914 98
1051 3113 45
1051 2180 110
1051 1052 82
1052 1915 93
1052 1053 80
1052 2181 88
1053 1764 72
1053 1054 82
1053 1763 116
1054 1055 68
1054 2631 77
1054 2182 57
1055 2183 49
1055 45991 78
1056 45991 30
1056 2183 57
1056 2184 95
1056 1057 37
1057 1058 95
1057 43117 237
1058 1059 83
1058 43118 183
1058 2184 81
1059 2185 109
1059 1060 89
1059 43119 158
1060 46713 16
1060 46712 20
1060 1653 143
1061 3050 62
1061 43121 66
1061 46713 101
1062 43122 20
1062 52183 54
1062 3051 106
1063 3028 130
1063 1064 82
1063 46809 57
1064 1065 76
1064 1279 134
1065 3052 133
1066 3027 133
1066 1067 82
1066 2797 117
1067 2586 118
1067 1068 85
1067 2585 133
1068 1580 133
1068 1069 79
1068 1581 118
1069 2798 118
1069 1070 79
1069 3053 133
1070 1071 81
1070 2902 134
1070 2799 118
1071 2800 118
1071 3045 133
1072 2355 134
1072 1073 72
1072 2356 118
1073 1074 77
1073 2801 118
1073 3014 134
1074 1755 118
1074 1754 133
1074 1075 74
1075 3054 133
1075 1076 76
1075 2802 118
1076 1077 86
1076 2803 118
1076 3005 134
1077 2502 134
1077 1078 86
1077 2503 118
1078 1473 118
1078 1079 79
1078 1472 134
1079 3055 133
1079 1080 79
1079 2804 120
1080 2805 119
1080 1081 76
1080 2853 133
1081 45279 81
1081 3056 133
1081 2806 118
1082 1083 24
1083 2976 40
1083 2887 81
1083 1114 134
1084 46076 224
1084 1085 92
1084 48002 33
1085 48034 81
1085 46098 176
1086 1087 93
1086 48007 176
1086 46096 81
1087 46106 33
1087 45270 56
1087 48016 224
1088 1089 57
1088 1092 16
1088 3117 105
1089 1090 61
1089 2918 108
1090 48214 106
1090 55147 31
1090 1094 29
1091 2367 118
1091 1092 81
1092 50374 106
1092 1093 58
1093 1094 57
1093 1776 99
1094 55147 7
1094 55149 91
1095 2150 79
1095 2149 80
1095 44338 128
1096 2102 84
1096 43348 81
1097 1098 46
1097 1106 52
1097 1105 39
1098 49611 122
1098 1106 37
1098 1099 73
1098 1584 71
1099 1100 73
1101 1102 75
1101 3122 135
1102 2771 135
1102 1103 73
1102 54641 67
1103 2065 135
1104 45182 77
1104 1731 96
1104 48508 163
1105 1584 90
1106 1160 89
1107 2791 75
1107 1108 76
1107 2792 127
1108 3097 122
1108 1109 74
1108 3096 75
1109 48508 142
1109 1116 65
1109 2812 75
1110 48983 131
1110 2724 213
1110 1632 80
1111 43259 31
1111 1633 64
1111 48983 48
1112 44178 117
1112 2007 74
1112 2006 54
1113 2180 82
1113 2179 84
1113 43111 266
1114 2887 132
1115 48508 56
1115 1116 147
1115 1730 50
1116 3099 51
1117 48566 102
1117 2443 132
1117 48804 90
1118 2762 67
1118 49664 79
1118 48566 70
1119 1120 63
1119 48806 31
1120 48565 683
1121 48825 264
1122 48565 132
1122 51105 87
1123 3089 312
1123 2862 212
1123 41992 103
1124 1125 231
1124 1415 75
1124 43256 67
1124 55153 63
1125 2987 63
1125 1126 52
1125 1416 74
1126 1127 82
1126 1417 77
1126 2875 60
1127 3129 18
1127 1735 58
1128 3129 23
1128 51195 58
1128 52283 192
1128 1418 75
1129 1130 129
1129 52283 129
1129 1420 75
1130 54639 185
1130 1131 156
1130 1421 76
1131 43252 76
1131 1132 52
1132 49370 190
1132 1422 84
1132 54638 83
1133 1298 80
1133 1134 273
1134 2281 83
1134 1135 271
1134 1649 79
1135 1650 79
1135 2141 80
1135 54891 148
1136 2090 80
1136 1651 88
1137 2055 80
1137 2054 52
1137 1138 148
1138 2893 76
1138 2892 79
1139 2126 76
1139 1140 160
1139 2127 80
1140 3019 80
1140 3094 76
1140 45435 146
1141 45435 15
1141 45174 141
1141 2731 80
1141 51200 76
1142 2812 78
1142 3095 77
1142 2910 78
1143 2347 78
1143 2531 154
1143 2493 78
1144 1955 77
1144 1145 273
1144 1956 82
1145 1364 79
1145 1146 274
1145 1363 78
1146 49249 56
1146 1147 273
1146 2412 79
1147 2348 77
1148 1149 81
1148 41191 160
1148 2329 91
1149 41827 35
1149 1150 79
1150 1709 33
1150 54142 79
1151 46075 13
1151 48951 241
1151 2616 76
1152 48020 13
1152 2011 78
1152 2012 78
1152 46093 258
1153 46093 15
1153 1945 78
1153 1154 266
1153 1946 79
1154 1402 78
1154 1401 79
1154 1155 133
1155 1910 78
1155 1909 79
1156 2170 78
1156 2169 78
1156 1157 134
1157 2992 86
1157 2701 85
1157 43096 131
1158 2113 79
1158 52018 65
1159 2888 29
1159 1160 80
1160 2888 70
1161 2372 67
1162 1332 156
1162 45985 668
1162 2778 142
1163 1164 155
1163 2908 79
1164 2536 78
1164 1165 85
1164 2351 79
1165 2338 77
1165 2337 80
1165 43491 57
1166 2352 79
1166 1167 153
1166 2643 78
1166 41074 145
1167 2827 79
1167 1168 216
1167 2353 79
1168 1169 229
1168 2230 80
1168 2231 77
1169 43331 68
1169 3080 77
1169 2354 78
1170 1813 179
1170 1761 162
1170 1171 86
1171 1762 156
1171 1431 81
1171 1172 204
1172 52598 60
1172 46810 262
1173 54359 76
1173 52599 267
1174 48014 14
1174 1432 79
1175 1176 265
1175 1433 79
1175 46090 15
1176 1396 79
1177 2576 304
1177 2375 85
1177 1178 154
1177 1561 79
1178 2571 79
1178 2376 84
1178 43301 141
1179 2378 85
1179 43290 140
1179 1180 153
1179 2676 79
1180 2852 78
1180 1181 217
1180 2379 86
1181 2273 85
1181 2274 79
1182 41997 86
1182 51784 13
1183 1184 217
1183 2282 37
1183 1196 80
1183 1860 79
1184 48947 227
1184 1198 78
1184 2210 75
1185 2765 76
1185 1200 77
1185 48947 213
1186 1187 271
1186 2294 85
1186 1741 79
1186 52173 274
1187 44331 131
1187 1742 79
1187 2143 85
1188 2088 85
1188 1743 79
1189 2382 79
1189 1190 154
1189 2280 85
1190 2559 85
1190 2383 80
1190 43537 145
1191 43537 17
1191 3125 85
1191 1192 147
1191 2384 80
1192 2385 79
1192 1193 153
1192 2663 86
1193 2842 85
1193 1194 217
1193 2386 78
1194 2256 79
1194 1195 228
1194 2257 86
1195 49665 86
1195 2387 78
1196 48948 73
1196 1197 54
1197 2335 73
1197 1198 162
1198 2209 73
1198 1199 228
1199 48947 77
1199 1200 214
1199 2395 73
1200 2396 73
1200 1201 223
1201 2397 73
1201 46385 77
1201 1202 227
1202 2398 73
1202 3048 77
1202 1203 229
1203 3059 77
1203 2399 73
1204 46092 15
1204 1205 266
1204 1948 85
1204 1949 85
1205 1206 96
1205 1406 84
1205 1405 85
1206 1974 84
1206 1207 89
1206 1973 86
1207 1911 248
1207 1912 402
1208 1209 132
1208 2740 84
1208 2401 86
1209 43101 266
1209 2173 84
1209 2172 87
1210 2115 86
1210 2116 86
1211 2330 77
1211 1715 84
1212 1928 76
1212 1213 273
1212 1716 85
1213 1355 86
1213 1214 278
1213 51248 76
1214 2331 78
1214 1215 268
1214 1717 85
1215 1718 86
1215 2332 77
1216 1217 265
1216 1857 79
1216 1951 78
1216 46085 15
1217 1218 95
1217 1409 29
1217 1408 79
1218 1976 79
1218 1858 79
1219 1220 132
1219 2319 79
1219 1854 79
1220 43105 266
1220 2175 78
1220 1855 79
1221 2097 80
1221 1856 80
1221 2118 332
1222 2043 105
1222 2044 154
1223 1224 75
1223 2819 154
1223 1612 152
1224 1225 74
1224 1613 151
1224 2626 154
1225 1646 154
1225 1226 74
1225 1645 151
1226 3101 151
1226 1227 74
1226 2820 154
1227 1680 70
1227 1814 70
1228 2481 78
1228 2960 85
1228 48026 14
1229 1595 115
1229 44431 106
1229 1230 147
1230 1596 121
1231 43545 143
1231 2565 81
1231 2564 78
1232 3132 81
1232 1233 142
1232 3147 79
1232 43545 25
1233 2669 79
1233 1234 155
1233 2670 81
1234 2848 80
1234 1235 216
1234 2847 79
1235 2263 79
1235 1236 228
1235 2264 80
1236 3091 81
1236 3090 77
1238 1468 123
1238 3112 34
1239 1240 168
1239 2374 48
1241 1693 124
1241 54282 46
1241 1694 148
